date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
9/10/2020,ARKG,"INVITAE CORP",NVTA,46185L103,6099973.00,199774115.75,10.36
9/10/2020,ARKG,"CRISPR THERAPEUTICS AG",CRSP,H17182108,2059440.00,168462192.00,8.74
9/10/2020,ARKG,"ILLUMINA INC",ILMN,452327109,317804.00,109995142.44,5.71
9/10/2020,ARKG,"ARCTURUS THERAPEUTICS HOLDIN","ARCT UQ",03969T109,2357857.00,95469629.93,4.95
9/10/2020,ARKG,"COMPUGEN LTD",CGEN,M25722105,5982467.00,89258407.64,4.63
9/10/2020,ARKG,"PACIFIC BIOSCIENCES OF CALIF",PACB,69404D108,12276804.00,85569323.88,4.44
9/10/2020,ARKG,"TWIST BIOSCIENCE CORP",TWST,90184D100,1291518.00,81417294.72,4.22
9/10/2020,ARKG,"SERES THERAPEUTICS INC",MCRB,81750R102,2932310.00,74216766.10,3.85
9/10/2020,ARKG,"IOVANCE BIOTHERAPEUTICS INC",IOVA,462260100,2269618.00,71924194.42,3.73
9/10/2020,ARKG,"PERSONALIS INC",PSNL,71535D106,3111109.00,64586622.84,3.35
9/10/2020,ARKG,"CELLECTIS - ADR",CLLS,15117K103,3474301.00,59619005.16,3.09
9/10/2020,ARKG,"EDITAS MEDICINE INC",EDIT,28106W103,1933429.00,58776241.60,3.05
9/10/2020,ARKG,"CAREDX INC",CDNA,14167L103,1756446.00,58331571.66,3.03
9/10/2020,ARKG,"TELADOC HEALTH INC",TDOC,87918A105,257823.00,51085049.22,2.65
9/10/2020,ARKG,"CERUS CORP",CERS,157085101,7812519.00,47265739.95,2.45
9/10/2020,ARKG,"INTELLIA THERAPEUTICS INC",NTLA,45826J105,2418252.00,45801692.88,2.38
9/10/2020,ARKG,"FATE THERAPEUTICS INC",FATE,31189P102,1360373.00,43178239.02,2.24
9/10/2020,ARKG,"INCYTE CORP",INCY,45337C102,488119.00,43081382.94,2.23
9/10/2020,ARKG,"VERACYTE INC",VCYT,92337F107,1420379.00,42952260.96,2.23
