date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
10/13/2020,ARKG,"INVITAE CORP",NVTA,46185L103,6298765.00,331252051.35,10.94
10/13/2020,ARKG,"CRISPR THERAPEUTICS AG",CRSP,H17182108,2485058.00,256110077.48,8.46
10/13/2020,ARKG,"PACIFIC BIOSCIENCES OF CALIF",PACB,69404D108,14750061.00,205763350.95,6.80
10/13/2020,ARKG,"ARCTURUS THERAPEUTICS HOLDIN","ARCT UQ",03969T109,2832905.00,151702062.75,5.01
10/13/2020,ARKG,"TWIST BIOSCIENCE CORP",TWST,90184D100,1602254.00,148705193.74,4.91
10/13/2020,ARKG,"COMPUGEN LTD",CGEN,M25722105,6177420.00,110884689.00,3.66
10/13/2020,ARKG,"SERES THERAPEUTICS INC",MCRB,81750R102,3225710.00,110480567.50,3.65
10/13/2020,ARKG,"CAREDX INC",CDNA,14167L103,2110318.00,110559560.02,3.65
10/13/2020,ARKG,"PERSONALIS INC",PSNL,71535D106,3737841.00,106229441.22,3.51
10/13/2020,ARKG,"IOVANCE BIOTHERAPEUTICS INC",IOVA,462260100,2920205.00,94731450.20,3.13
10/13/2020,ARKG,"TELADOC HEALTH INC",TDOC,87918A105,383717.00,88945600.60,2.94
10/13/2020,ARKG,"CELLECTIS - ADR",CLLS,15117K103,4187178.00,87428276.64,2.89
10/13/2020,ARKG,"ILLUMINA INC",ILMN,452327109,246293.00,85005566.02,2.81
10/13/2020,ARKG,"FATE THERAPEUTICS INC",FATE,31189P102,1634413.00,80151613.52,2.65
10/13/2020,ARKG,"PURE STORAGE INC - CLASS A",PSTG,74624M102,4253197.00,77833505.10,2.57
10/13/2020,ARKG,"VERACYTE INC",VCYT,92337F107,1706523.00,71708096.46,2.37
10/13/2020,ARKG,"INCYTE CORP",INCY,45337C102,737076.00,71555338.08,2.36
10/13/2020,ARKG,"EDITAS MEDICINE INC",EDIT,28106W103,2033669.00,66643333.13,2.20
10/13/2020,ARKG,"EXACT SCIENCES CORP",EXAS,30063P105,600721.00,64307183.05,2.12
10/13/2020,ARKG,"INTELLIA THERAPEUTICS INC",NTLA,45826J105,2418252.00,59513181.72,1.97
10/13/2020,ARKG,"CERUS CORP",CERS,157085101,8217565.00,55222036.80,1.82
10/13/2020,ARKG,"ADAPTIVE BIOTECHNOLOGIES",ADPT,00650F109,916807.00,48728292.05,1.61
10/13/2020,ARKG,"10X GENOMICS INC-CLASS A",TXG,88025U109,262265.00,42206306.45,1.39
