date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
10/22/2020,ARKK,"TESLA INC",TSLA,88160R101,2494519.00,1062141245.01,10.25
10/22/2020,ARKK,"INVITAE CORP",NVTA,46185L103,17671295.00,813056282.95,7.85
10/22/2020,ARKK,"SQUARE INC - A",SQ,852234103,3816610.00,671456197.30,6.48
10/22/2020,ARKK,"ROKU INC",ROKU,77543R102,2714156.00,603519728.16,5.83
10/22/2020,ARKK,"CRISPR THERAPEUTICS AG",CRSP,H17182108,5630590.00,507653994.40,4.90
10/22/2020,ARKK,"PROTO LABS INC",PRLB,743713109,2591832.00,354381189.36,3.42
10/22/2020,ARKK,"SLACK TECHNOLOGIES INC- CL A",WORK,83088V102,11583386.00,331516507.32,3.20
10/22/2020,ARKK,"LENDINGTREE INC","TREE UW",52603B107,908352.00,313535859.84,3.03
10/22/2020,ARKK,"ZILLOW GROUP INC - C",Z,98954M200,3230627.00,312660081.06,3.02
10/22/2020,ARKK,"PURE STORAGE INC - CLASS A",PSTG,74624M102,16231439.00,291354330.05,2.81
10/22/2020,ARKK,"2U INC",TWOU,90214J101,8154344.00,287848343.20,2.78
10/22/2020,ARKK,"TELADOC HEALTH INC",TDOC,87918A105,1263668.00,271435886.40,2.62
10/22/2020,ARKK,"MATERIALISE NV-ADR",MTLS,57667T100,5184849.00,251102237.07,2.42
10/22/2020,ARKK,"SERES THERAPEUTICS INC",MCRB,81750R102,8513307.00,242203584.15,2.34
10/22/2020,ARKK,"IOVANCE BIOTHERAPEUTICS INC",IOVA,462260100,6350673.00,233387232.75,2.25
10/22/2020,ARKK,"EDITAS MEDICINE INC",EDIT,28106W103,7170082.00,231270994.91,2.23
10/22/2020,ARKK,"SPOTIFY TECHNOLOGY SA",SPOT,L8681T102,792759.00,215535316.92,2.08
10/22/2020,ARKK,"PAGERDUTY INC",PD,69553P100,7281153.00,208750656.51,2.02
10/22/2020,ARKK,"ILLUMINA INC",ILMN,452327109,615833.00,200712291.36,1.94
10/22/2020,ARKK,"INTELLIA THERAPEUTICS INC",NTLA,45826J105,6850930.00,169971573.30,1.64
10/22/2020,ARKK,"VERACYTE INC",VCYT,92337F107,4308587.00,168250322.35,1.62
10/22/2020,ARKK,"SPLUNK INC",SPLK,848637104,755483.00,165798299.18,1.60
10/22/2020,ARKK,"TAIWAN SEMICONDUCTOR-SP ADR",TSM,874039100,1836326.00,161982316.46,1.56
10/22/2020,ARKK,"COMPUGEN LTD",CGEN,M25722105,10985448.00,156762342.96,1.51
10/22/2020,ARKK,"TWIST BIOSCIENCE CORP",TWST,90184D100,1686831.00,146855506.86,1.42
10/22/2020,ARKK,"TWILIO INC - A",TWLO,90138F102,500058.00,147032053.74,1.42
10/22/2020,ARKK,"PINTEREST INC- CLASS A",PINS,72352L106,2786958.00,141605335.98,1.37
10/22/2020,ARKK,"CERUS CORP",CERS,157085101,19297523.00,121767370.13,1.18
10/22/2020,ARKK,"DOCUSIGN INC",DOCU,256163106,564108.00,121170398.40,1.17
10/22/2020,ARKK,"STRATASYS LTD",SSYS,M85548101,7491022.00,116560302.32,1.13
10/22/2020,ARKK,"INTERCONTINENTAL EXCHANGE IN",ICE,45866F104,1113447.00,110632093.92,1.07
10/22/2020,ARKK,"SYNOPSYS INC",SNPS,871607107,485828.00,109393890.76,1.06
10/22/2020,ARKK,"NANOSTRING TECHNOLOGIES INC",NSTG,63009R109,2892838.00,106080369.46,1.02
10/22/2020,ARKK,"ZOOM VIDEO COMMUNICATIONS-A",ZM,98980L101,201723.00,105004890.42,1.01
10/22/2020,ARKK,"HUYA INC-ADR",HUYA,44852D108,4621119.00,97967722.80,0.95
10/22/2020,ARKK,"ZSCALER INC",ZS,98980G102,664659.00,97425716.22,0.94
10/22/2020,ARKK,"IRIDIUM COMMUNICATIONS INC",IRDM,46269C102,3495273.00,94582087.38,0.91
10/22/2020,ARKK,"FACEBOOK INC-CLASS A",FB,30303M102,332251.00,92405648.12,0.89
10/22/2020,ARKK,"PACIFIC BIOSCIENCES OF CALIF",PACB,69404D108,6522228.00,89843690.70,0.87
10/22/2020,ARKK,"NINTENDO CO LTD-UNSPONS ADR",NTDOY,654445303,1080394.00,72375594.06,0.70
10/22/2020,ARKK,"DOUYU INTERNATIONAL HOLD-ADR",DOYU,25985W105,4163508.00,61203567.60,0.59
10/22/2020,ARKK,"UNITY SOFTWARE INC",U,91332U101,577496.00,58303996.16,0.56
10/22/2020,ARKK,"TENCENT HOLDINGS LTD-UNS ADR",TCEHY,88032Q109,716108.00,51702997.60,0.50
10/22/2020,ARKK,"SEA LTD-ADR",SE,81141R100,314006.00,50752789.78,0.49
10/22/2020,ARKK,"SYROS PHARMACEUTICALS INC",SYRS,87184Q107,6554634.00,48635384.28,0.47
10/22/2020,ARKK,"XILINX INC",XLNX,983919101,368355.00,41638849.20,0.40
10/22/2020,ARKK,"EXONE CO/THE",XONE,302104104,2001403.00,25357776.01,0.24
