date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
10/29/2020,ARKW,"TESLA INC",TSLA,88160R101,686724.00,282126820.92,9.44
10/29/2020,ARKW,"ROKU INC",ROKU,77543R102,877377.00,191206769.61,6.40
10/29/2020,ARKW,"SQUARE INC - A",SQ,852234103,1017884.00,172897776.24,5.79
10/29/2020,ARKW,"PINTEREST INC- CLASS A",PINS,72352L106,1733200.00,108342332.00,3.63
10/29/2020,ARKW,"FACEBOOK INC-CLASS A",FB,30303M102,353492.00,99271158.36,3.32
10/29/2020,ARKW,"SPOTIFY TECHNOLOGY SA",SPOT,L8681T102,351376.00,93771713.12,3.14
10/29/2020,ARKW,"LENDINGTREE INC","TREE UW",52603B107,244318.00,84104028.32,2.81
10/29/2020,ARKW,"PURE STORAGE INC - CLASS A",PSTG,74624M102,4948520.00,83629988.00,2.80
10/29/2020,ARKW,"SNAP INC - A",SNAP,83304A106,1982290.00,83692283.80,2.80
10/29/2020,ARKW,"SLACK TECHNOLOGIES INC- CL A",WORK,83088V102,3103943.00,82999435.82,2.78
10/29/2020,ARKW,"PAGERDUTY INC",PD,69553P100,2676265.00,77370821.15,2.59
10/29/2020,ARKW,"TWILIO INC - A",TWLO,90138F102,265806.00,76706295.48,2.57
10/29/2020,ARKW,"GRAYSCALE BITCOIN TRUST BTC",GBTC,389637109,4949991.00,75536862.66,2.53
10/29/2020,ARKW,"TELADOC HEALTH INC",TDOC,87918A105,340263.00,74139905.07,2.48
10/29/2020,ARKW,"TENCENT HOLDINGS LTD-UNS ADR",TCEHY,88032Q109,938498.00,73700247.94,2.47
10/29/2020,ARKW,"2U INC",TWOU,90214J101,1929041.00,71914648.48,2.41
10/29/2020,ARKW,"HUYA INC-ADR",HUYA,44852D108,3093548.00,68058056.00,2.28
10/29/2020,ARKW,"SEA LTD-ADR",SE,81141R100,396042.00,66146934.84,2.21
10/29/2020,ARKW,"ZILLOW GROUP INC - C",Z,98954M200,687963.00,63299475.63,2.12
10/29/2020,ARKW,"NETFLIX INC",NFLX,64110L106,124181.00,62613302.01,2.10
10/29/2020,ARKW,"INTERCONTINENTAL EXCHANGE IN",ICE,45866F104,620631.00,59394386.70,1.99
10/29/2020,ARKW,"VERACYTE INC",VCYT,92337F107,1529785.00,56311385.85,1.88
10/29/2020,ARKW,"ALIBABA GROUP HOLDING-SP ADR",BABA,01609W102,173636.00,54271668.16,1.82
10/29/2020,ARKW,"AMAZON.COM INC",AMZN,023135106,16762.00,53822949.62,1.80
10/29/2020,ARKW,"SPLUNK INC",SPLK,848637104,258219.00,53159545.53,1.78
10/29/2020,ARKW,"MERCADOLIBRE INC",MELI,58733R102,35062.00,45614960.76,1.53
10/29/2020,ARKW,"FASTLY INC - CLASS A",FSLY,31188V100,638809.00,43681759.42,1.46
10/29/2020,ARKW,"TRADE DESK INC/THE -CLASS A",TTD,88339J105,63088.00,38987122.24,1.30
10/29/2020,ARKW,"SOCIAL CAPITAL HEDOSOPHIA-A",IPOB,G8250T109,2121751.00,36303159.61,1.21
10/29/2020,ARKW,"UNITY SOFTWARE INC",U,91332U101,328803.00,35786918.52,1.20
10/29/2020,ARKW,"CROWDSTRIKE HOLDINGS INC - A",CRWD,22788C105,269246.00,34291170.56,1.15
10/29/2020,ARKW,"HUBSPOT INC",HUBS,443573100,114895.00,34286965.90,1.15
10/29/2020,ARKW,"TAIWAN SEMICONDUCTOR-SP ADR",TSM,874039100,386489.00,32809051.21,1.10
10/29/2020,ARKW,"ATLASSIAN CORP PLC-CLASS A",TEAM,G06242104,155590.00,32785924.80,1.10
10/29/2020,ARKW,"NINTENDO CO LTD-UNSPONS ADR",NTDOY,654445303,430443.00,29933006.22,1.00
10/29/2020,ARKW,"PAYPAL HOLDINGS INC",PYPL,70450Y103,149393.00,29137610.72,0.98
10/29/2020,ARKW,"JD.COM INC-ADR",JD,47215P106,351712.00,29206164.48,0.98
10/29/2020,ARKW,"NVIDIA CORP",NVDA,67066G104,55792.00,29065400.32,0.97
10/29/2020,ARKW,"AGORA INC-ADR",API,00851L103,678727.00,28554044.89,0.96
10/29/2020,ARKW,"ADYEN NV-UNSPON ADR",ADYEY,00783V104,800300.00,28450665.00,0.95
10/29/2020,ARKW,"OKTA INC",OKTA,679295105,129763.00,28333751.05,0.95
10/29/2020,ARKW,"SYNOPSYS INC",SNPS,871607107,129206.00,28355548.76,0.95
10/29/2020,ARKW,"DOCUSIGN INC",DOCU,256163106,126502.00,27027152.30,0.90
10/29/2020,ARKW,"ZOOM VIDEO COMMUNICATIONS-A",ZM,98980L101,55144.00,27002913.92,0.90
