date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
10/21/2020,ARKW,"TESLA INC",TSLA,88160R101,684036.00,289100975.04,9.63
10/21/2020,ARKW,"ROKU INC",ROKU,77543R102,873943.00,194697021.54,6.49
10/21/2020,ARKW,"SQUARE INC - A",SQ,852234103,1013900.00,180291698.00,6.01
10/21/2020,ARKW,"FACEBOOK INC-CLASS A",FB,30303M102,352108.00,98143062.84,3.27
10/21/2020,ARKW,"PINTEREST INC- CLASS A",PINS,72352L106,1957287.00,96650832.06,3.22
10/21/2020,ARKW,"SLACK TECHNOLOGIES INC- CL A",WORK,83088V102,3091793.00,89260063.91,2.97
10/21/2020,ARKW,"PURE STORAGE INC - CLASS A",PSTG,74624M102,4929147.00,88576771.59,2.95
10/21/2020,ARKW,"SPOTIFY TECHNOLOGY SA",SPOT,L8681T102,314677.00,85378163.64,2.85
10/21/2020,ARKW,"LENDINGTREE INC","TREE UW",52603B107,243362.00,82981574.76,2.77
10/21/2020,ARKW,"SNAP INC - A",SNAP,83304A106,2258194.00,82424081.00,2.75
10/21/2020,ARKW,"PAGERDUTY INC",PD,69553P100,2665788.00,76881325.92,2.56
10/21/2020,ARKW,"SEA LTD-ADR",SE,81141R100,450225.00,75808885.50,2.53
10/21/2020,ARKW,"TWILIO INC - A",TWLO,90138F102,235741.00,70415836.70,2.35
10/21/2020,ARKW,"GRAYSCALE BITCOIN TRUST BTC",GBTC,389637109,4930615.00,70483141.43,2.35
10/21/2020,ARKW,"TENCENT HOLDINGS LTD-UNS ADR",TCEHY,88032Q109,934824.00,68139321.36,2.27
10/21/2020,ARKW,"ZILLOW GROUP INC - C",Z,98954M200,685271.00,67601984.15,2.25
10/21/2020,ARKW,"HUYA INC-ADR",HUYA,44852D108,3081438.00,67021276.50,2.23
10/21/2020,ARKW,"TELADOC HEALTH INC",TDOC,87918A105,299811.00,64990030.47,2.17
10/21/2020,ARKW,"2U INC",TWOU,90214J101,1932824.00,65232810.00,2.17
10/21/2020,ARKW,"INTERCONTINENTAL EXCHANGE IN",ICE,45866F104,618202.00,61492552.94,2.05
10/21/2020,ARKW,"NETFLIX INC",NFLX,64110L106,123695.00,60493039.75,2.02
10/21/2020,ARKW,"VERACYTE INC",VCYT,92337F107,1523797.00,60113791.65,2.00
10/21/2020,ARKW,"MERCADOLIBRE INC",MELI,58733R102,43158.00,56067852.54,1.87
10/21/2020,ARKW,"SPLUNK INC",SPLK,848637104,257209.00,54443429.03,1.81
10/21/2020,ARKW,"AMAZON.COM INC",AMZN,023135106,16696.00,53175758.24,1.77
10/21/2020,ARKW,"ALIBABA GROUP HOLDING-SP ADR",BABA,01609W102,172956.00,53265259.32,1.77
10/21/2020,ARKW,"TRADE DESK INC/THE -CLASS A",TTD,88339J105,62842.00,39255512.14,1.31
10/21/2020,ARKW,"SOCIAL CAPITAL HEDOSOPHIA-A",IPOB,G8250T109,1691796.00,37084168.32,1.24
10/21/2020,ARKW,"FASTLY INC - CLASS A",FSLY,31188V100,466875.00,36999843.75,1.23
10/21/2020,ARKW,"CROWDSTRIKE HOLDINGS INC - A",CRWD,22788C105,268192.00,36243466.88,1.21
10/21/2020,ARKW,"HUBSPOT INC",HUBS,443573100,114445.00,35255926.70,1.17
10/21/2020,ARKW,"TAIWAN SEMICONDUCTOR-SP ADR",TSM,874039100,384977.00,33739384.28,1.12
10/21/2020,ARKW,"ATLASSIAN CORP PLC-CLASS A",TEAM,G06242104,154982.00,32079724.18,1.07
10/21/2020,ARKW,"TWITTER INC",TWTR,90184L102,632568.00,31780216.32,1.06
10/21/2020,ARKW,"PAYPAL HOLDINGS INC",PYPL,70450Y103,148809.00,31706733.63,1.06
10/21/2020,ARKW,"ADYEN NV-UNSPON ADR",ADYEY,00783V104,797166.00,30168747.27,1.01
10/21/2020,ARKW,"NVIDIA CORP",NVDA,67066G104,55574.00,30064978.26,1.00
10/21/2020,ARKW,"UNITY SOFTWARE INC",U,91332U101,327517.00,29804047.00,0.99
10/21/2020,ARKW,"SYNOPSYS INC",SNPS,871607107,128700.00,29272815.00,0.98
10/21/2020,ARKW,"NINTENDO CO LTD-UNSPONS ADR",NTDOY,654445303,428759.00,28769728.90,0.96
10/21/2020,ARKW,"JD.COM INC-ADR",JD,47215P106,350336.00,28948263.68,0.96
10/21/2020,ARKW,"OKTA INC",OKTA,679295105,129255.00,28540796.55,0.95
10/21/2020,ARKW,"ADOBE INC",ADBE,00724F101,57384.00,28460168.64,0.95
10/21/2020,ARKW,"ZOOM VIDEO COMMUNICATIONS-A",ZM,98980L101,54928.00,28188500.32,0.94
10/21/2020,ARKW,"DOCUSIGN INC",DOCU,256163106,126007.00,27484646.84,0.92
10/21/2020,ARKW,"LENDINGCLUB CORP",LC,52603A208,4727043.00,23020699.41,0.77
10/21/2020,ARKW,"MORGAN STANLEY GOVT INSTL 8035",,X9USDMORS,18329099.64,18329099.64,0.61
10/21/2020,ARKW,"CLOUDFLARE INC - CLASS A",NET,18915M107,275776.00,15162164.48,0.51
10/21/2020,ARKW,"AGORA INC-ADR",API,00851L103,346028.00,14515874.60,0.48
10/21/2020,ARKW,"WIX.COM LTD",WIX,M98068105,46747.00,12693680.38,0.42
10/21/2020,ARKW,"PALANTIR TECHNOLOGIES INC-A",PLTR,69608A108,21067.00,193816.40,0.01
,,,,,,,
,,,,,,,
