date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
10/7/2020,ARKW,"TESLA INC",TSLA,88160R101,654948.00,278549384.40,10.39
10/7/2020,ARKW,"ROKU INC",ROKU,77543R102,866171.00,184104646.05,6.87
10/7/2020,ARKW,"SQUARE INC - A",SQ,852234103,978765.00,176353877.70,6.58
10/7/2020,ARKW,"FACEBOOK INC-CLASS A",FB,30303M102,324432.00,83742387.84,3.12
10/7/2020,ARKW,"PINTEREST INC- CLASS A",PINS,72352L106,1834882.00,79560483.52,2.97
10/7/2020,ARKW,"SEA LTD-ADR",SE,81141R100,464394.00,77748843.48,2.90
10/7/2020,ARKW,"PURE STORAGE INC - CLASS A",PSTG,74624M102,4282800.00,73835472.00,2.75
10/7/2020,ARKW,"SPOTIFY TECHNOLOGY SA",SPOT,L8681T102,289957.00,72927085.07,2.72
10/7/2020,ARKW,"PAGERDUTY INC",PD,69553P100,2456280.00,72288320.40,2.70
10/7/2020,ARKW,"LENDINGTREE INC","TREE UW",52603B107,224242.00,71939076.02,2.68
10/7/2020,ARKW,"2U INC",TWOU,90214J101,1932824.00,70451434.80,2.63
10/7/2020,ARKW,"HUYA INC-ADR",HUYA,44852D108,2839274.00,69846140.40,2.61
10/7/2020,ARKW,"ZILLOW GROUP INC - C",Z,98954M200,631427.00,66621862.77,2.49
10/7/2020,ARKW,"SLACK TECHNOLOGIES INC- CL A",WORK,83088V102,2258370.00,66486412.80,2.48
10/7/2020,ARKW,"TWILIO INC - A",TWLO,90138F102,217221.00,64770957.78,2.42
10/7/2020,ARKW,"TELADOC HEALTH INC",TDOC,87918A105,276251.00,61562535.35,2.30
10/7/2020,ARKW,"TENCENT HOLDINGS LTD-UNS ADR",TCEHY,88032Q109,861348.00,59708643.36,2.23
10/7/2020,ARKW,"SNAP INC - A",SNAP,83304A106,2188417.00,58365081.39,2.18
10/7/2020,ARKW,"VERACYTE INC",VCYT,92337F107,1404037.00,50966543.10,1.90
10/7/2020,ARKW,"AMAZON.COM INC",AMZN,023135106,15376.00,49136929.44,1.83
10/7/2020,ARKW,"XILINX INC",XLNX,983919101,459728.00,48653014.24,1.82
10/7/2020,ARKW,"SPLUNK INC",SPLK,848637104,237009.00,48842814.72,1.82
10/7/2020,ARKW,"ALIBABA GROUP HOLDING-SP ADR",BABA,01609W102,159356.00,47249054.00,1.76
10/7/2020,ARKW,"NETFLIX INC",NFLX,64110L106,86225.00,46101058.50,1.72
10/7/2020,ARKW,"MERCADOLIBRE INC",MELI,58733R102,39758.00,45522910.00,1.70
10/7/2020,ARKW,"GRAYSCALE BITCOIN TRUST BTC",GBTC,389637109,4099482.00,44971317.54,1.68
10/7/2020,ARKW,"TRADE DESK INC/THE -CLASS A",TTD,88339J105,69141.00,41030343.63,1.53
10/7/2020,ARKW,"CROWDSTRIKE HOLDINGS INC - A",CRWD,22788C105,247112.00,35724981.84,1.33
10/7/2020,ARKW,"HUBSPOT INC",HUBS,443573100,105445.00,32119601.45,1.20
10/7/2020,ARKW,"TAIWAN SEMICONDUCTOR-SP ADR",TSM,874039100,354733.00,30833392.36,1.15
