date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
8/18/2020,ARKK,"TESLA INC",TSLA,88160R101,389914.00,735802810.26,10.12
8/18/2020,ARKK,"INVITAE CORP",NVTA,46185L103,16137482.00,531245907.44,7.31
8/18/2020,ARKK,"SQUARE INC - A",SQ,852234103,3219486.00,486271165.44,6.69
8/18/2020,ARKK,"CRISPR THERAPEUTICS AG",CRSP,H17182108,4415919.00,419159031.48,5.77
8/18/2020,ARKK,"ROKU INC",ROKU,77543R102,2290805.00,343277129.25,4.72
8/18/2020,ARKK,"PROTO LABS INC",PRLB,743713109,2030811.00,266929797.84,3.67
8/18/2020,ARKK,"2U INC",TWOU,90214J101,6645602.00,262833559.10,3.62
8/18/2020,ARKK,"ILLUMINA INC",ILMN,452327109,699840.00,249192028.80,3.43
8/18/2020,ARKK,"ZILLOW GROUP INC - C",Z,98954M200,2822037.00,232310085.84,3.20
8/18/2020,ARKK,"EDITAS MEDICINE INC",EDIT,28106W103,6165835.00,229122428.60,3.15
8/18/2020,ARKK,"LENDINGTREE INC","TREE UW",52603B107,686940.00,212182027.20,2.92
8/18/2020,ARKK,"SLACK TECHNOLOGIES INC- CL A",WORK,83088V102,7065659.00,200735372.19,2.76
8/18/2020,ARKK,"COMPUGEN LTD",CGEN,M25722105,10655713.00,189778248.53,2.61
8/18/2020,ARKK,"SERES THERAPEUTICS INC",MCRB,81750R102,7709367.00,187029243.42,2.57
8/18/2020,ARKK,"TELADOC HEALTH INC",TDOC,87918A105,784616.00,170481364.48,2.35
8/18/2020,ARKK,"INTELLIA THERAPEUTICS INC",NTLA,45826J105,6965670.00,147672204.00,2.03
8/18/2020,ARKK,"PURE STORAGE INC - CLASS A",PSTG,74624M102,9156596.00,144216387.00,1.98
8/18/2020,ARKK,"XILINX INC",XLNX,983919101,1266925.00,130771998.50,1.80
8/18/2020,ARKK,"TERADYNE INC",TER,880770102,1401155.00,127827370.65,1.76
8/18/2020,ARKK,"IOVANCE BIOTHERAPEUTICS INC",IOVA,462260100,4255606.00,122391228.56,1.68
8/18/2020,ARKK,"NANOSTRING TECHNOLOGIES INC",NSTG,63009R109,3053465.00,119634758.70,1.65
8/18/2020,ARKK,"CERUS CORP",CERS,157085101,16683501.00,120121207.20,1.65
8/18/2020,ARKK,"PINTEREST INC- CLASS A",PINS,72352L106,3295285.00,118564354.30,1.63
8/18/2020,ARKK,"MATERIALISE NV-ADR",MTLS,57667T100,4348373.00,116927749.97,1.61
8/18/2020,ARKK,"SPLUNK INC",SPLK,848637104,591997.00,117008207.05,1.61
8/18/2020,ARKK,"VERACYTE INC",VCYT,92337F107,3375842.00,115825139.02,1.59
8/18/2020,ARKK,"PAGERDUTY INC",PD,69553P100,3982365.00,115090348.50,1.58
8/18/2020,ARKK,"SPOTIFY TECHNOLOGY SA",SPOT,L8681T102,437621.00,112381072.80,1.55
8/18/2020,ARKK,"STRATASYS LTD",SSYS,M85548101,7616477.00,107544655.24,1.48
8/18/2020,ARKK,"HUYA INC-ADR",HUYA,44852D108,3620669.00,92327059.50,1.27
8/18/2020,ARKK,"TWILIO INC - A",TWLO,90138F102,348744.00,87862563.36,1.21
