date,fund,company,ticker,cusip,shares,"market value($)",weight(%)
11/17/2020,ARKK,"TESLA INC",TSLA,88160R101,2497531.00,1102934664.91,9.77
11/17/2020,ARKK,"INVITAE CORP",NVTA,46185L103,17614050.00,812007705.00,7.19
11/17/2020,ARKK,"ROKU INC",ROKU,77543R102,2908445.00,689679562.85,6.11
11/17/2020,ARKK,"SQUARE INC - A",SQ,852234103,3499658.00,657585738.20,5.82
11/17/2020,ARKK,"CRISPR THERAPEUTICS AG",CRSP,H17182108,6000290.00,651451485.30,5.77
11/17/2020,ARKK,"TELADOC HEALTH INC",TDOC,87918A105,2496068.00,447644835.12,3.96
11/17/2020,ARKK,"PROTO LABS INC",PRLB,743713109,2761986.00,362814480.96,3.21
11/17/2020,ARKK,"SLACK TECHNOLOGIES INC- CL A",WORK,83088V102,13184076.00,352542192.24,3.12
11/17/2020,ARKK,"ZILLOW GROUP INC - C",Z,98954M200,3318037.00,349256574.62,3.09
11/17/2020,ARKK,"PURE STORAGE INC - CLASS A",PSTG,74624M102,17297193.00,323284537.17,2.86
11/17/2020,ARKK,"SERES THERAPEUTICS INC",MCRB,81750R102,8508689.00,321032835.97,2.84
11/17/2020,ARKK,"LENDINGTREE INC","TREE UW",52603B107,1051813.00,305046806.26,2.70
11/17/2020,ARKK,"SPOTIFY TECHNOLOGY SA",SPOT,L8681T102,1215129.00,304316906.76,2.69
11/17/2020,ARKK,"2U INC",TWOU,90214J101,8127927.00,269522059.32,2.39
11/17/2020,ARKK,"IOVANCE BIOTHERAPEUTICS INC",IOVA,462260100,6511182.00,235509452.94,2.09
11/17/2020,ARKK,"INTELLIA THERAPEUTICS INC",NTLA,45826J105,6660513.00,232052272.92,2.05
11/17/2020,ARKK,"PAGERDUTY INC",PD,69553P100,7620667.00,227705529.96,2.02
11/17/2020,ARKK,"MATERIALISE NV-ADR",MTLS,57667T100,5525289.00,225431791.20,2.00
11/17/2020,ARKK,"VERACYTE INC",VCYT,92337F107,4591487.00,221952481.58,1.97
11/17/2020,ARKK,"TWIST BIOSCIENCE CORP",TWST,90184D100,1965880.00,213297980.00,1.89
11/17/2020,ARKK,"EDITAS MEDICINE INC",EDIT,28106W103,7146853.00,205472023.75,1.82
11/17/2020,ARKK,"TWILIO INC - A",TWLO,90138F102,707681.00,203727206.28,1.80
11/17/2020,ARKK,"TAIWAN SEMICONDUCTOR-SP ADR",TSM,874039100,1956938.00,187298535.98,1.66
11/17/2020,ARKK,"EXACT SCIENCES CORP",EXAS,30063P105,1431030.00,165484309.20,1.47
11/17/2020,ARKK,"SPLUNK INC",SPLK,848637104,805085.00,159479287.65,1.41
11/17/2020,ARKK,"DOCUSIGN INC",DOCU,256163106,707596.00,149946668.36,1.33
11/17/2020,ARKK,"COMPUGEN LTD",CGEN,M25722105,10949860.00,148370603.00,1.31
11/17/2020,ARKK,"INTERCONTINENTAL EXCHANGE IN",ICE,45866F104,1458016.00,145845340.48,1.29
